1555247781729,298364
1555276084544,298942
1555279684555,298950
1555283389657,298970
1555286989664,299000
1555290642315,299030
1555294242327,299071
1555297842345,299126
1555301442356,299190
1555305042368,299272
1555308859627,299343
1555312678483,299389
1555316278492,299426
1555319878505,299463
1555323478515,299539
1555327179241,299639
1555330779253,299741
1555334379259,299829
1555337979268,300508
1555341579276,300740
1555345179285,300813
1555348779293,300871
1555352379302,300902
1555355979307,300936
1555359864030,300950
1555363464035,300951
1555367292228,300954
1555370892248,300952
1555374492259,300964
1555378092272,300990
1555381692291,301019
1555385292302,301046
1555387992311,301062
1555391592317,301117
1555395192328,301155
1555398906352,301223
1555402506364,301328
1555406106371,301553
1555410006370,301644
1555413676408,301688
1555417436525,301726
1555421036533,301777
1555424636539,301839
1555428236549,301899
1555431836556,301975
1555435436569,302022
1555439036574,302043
1555442636576,302045
1555446236595,302057
1555468967410,302121
1555472567422,302154
1555474667422,302176
1555478368276,302222
1555481968286,302264
1555485601748,302295
1555489201766,302336
1555492801809,302362
1555496680246,302439
1555500280257,302503
1555503880260,302570
1555507480263,302626
1555511256873,302706
1555514856893,302790
1555518456901,302864
1555522056908,302930
1555525767160,302957
1555529367163,302980
1555532967175,302982
1555549235527,303063
1555552850424,303091
1555556450433,303117
1555560050436,303137
1555561550435,303160
1555565150450,303233
1555568750451,303272
1555572350457,303419
1555575950474,303699
1555579850475,303809
1555583450479,303878
1555587050494,303932
1555590650501,304009
1555594250505,304072
1555597850514,304128
1555601450520,304223
1555605050524,304336
1555608702803,304386
1555612506413,304417
1555616174512,304441
1555619929225,304453
1555623529229,304455
1555627129233,304454
1555630729243,304463
1555634329249,304474
1555637929256,304486
1555641529261,304510
1555645129264,304536
1555648129279,304577
1555651729282,304655
1555655329284,304697
1555658929293,304732
1555662787752,304767
1555666387763,304823
1555669987766,304893
1555673587775,305009
1555677187790,305121
1555680787798,305200
1555684387802,305264
1555688274400,305362
1555691874412,305437
1555695645318,305484
1555699245344,305534
1555702845349,305560
1555706445361,305578
1555710045369,305590
1555713645375,305599
1555717245379,305624
1555720845380,305613
1555724445386,305590
1555728045393,305605
1555731645395,305626
1555734945397,305667
1555738545398,305738
1555742145410,305783
1555745745415,305835
1555749345417,305905
1555752945425,305968
1555756545429,306039
1555760145448,306104
1555763746173,306184
1555767346183,306257
1555771189206,306347
1555774962902,306414
1555778562915,306473
1555782162919,306544
1555785762920,306599
1555789662920,306630
1555793262922,306651
1555796862932,306660
1555800462937,306677
1555804062942,306689
1555807962942,306727
1555811562949,306786
1555815162952,306842
1555819062951,306924
1555821762953,306958
1555825362969,307020
1555828962970,307077
1555832563659,307136
1555836163661,307181
1555839763668,307228
1555843363669,307267
1555846963671,307320
1555850563673,307381
1555854163679,307429
1555858004134,307483
1555861604160,307546
1555868465789,307615
1555872065814,307647
1555875665815,307657
1555879265822,307677
1555882865828,307681
1555886465832,307689
1555890065835,307695
1555893665840,307711
1555897456156,307726
1555901056160,307753
1555904656162,307763
1555908256165,307766
1555908556165,307769
1555912337022,307794
1555915937027,307814
1555919537030,307843
1555923211684,307872
1555926811697,307916
1555930411703,307957
1555934011713,308034
1555937852016,308124
1555941692314,308208
1555945532883,308280
1555949133608,308364
1555952733623,308440
1555956333624,308475
1555960233624,308497
1555963833630,308508
1555967433631,308513
1555971033638,308523
1555974633642,308536
1555978233645,308549
1555981833649,308564
1555985683919,308585
1555989283929,308601
1555992971973,308617
1555995371976,308645
1555999079223,308677
1556002679235,308692
1556006279251,308706
1556009879255,308711
1556013779255,308725
1556017379262,308769
1556020979712,308823
1556024700573,308879
1556028422134,308940
1556032203650,309032
1556035924493,309111
1556039524512,309177
1556043124525,309211
1556046724526,309226
1556050324530,309240
1556053924535,309252
1556057524547,309273
1556061124553,309341
1556064724560,309444
1556068324568,309489
1556071924571,309516
1556075524581,309544
1556079124589,309593
1556082124595,309628
1556085724598,309661
1556089324602,309674
1556092924604,309698
1556096744568,309714
1556100400817,309722
1556104000819,309776
1556107601287,309822
1556111462415,310038
1556111972710,310354
1556112572724,310763
1556113473403,311171
1556114673411,311621
1556115273413,312073
1556115573881,312446
1556115873885,312816
1556116109299,313164
1556116525614,313615
1556117125620,314100
1556117665922,314441
1556118266423,314787
1556120666436,315116
1556124266441,315351
1556128115013,315429
1556131788732,315459
1556135388738,315474
1556138988743,315480
1556142588745,315488
1556146188748,315494
1556149788755,315518
1556153688753,315538
1556157288759,315568
1556160888770,315604
1556164488772,315635
1556165088773,315640
1556168688775,315692
1556172288776,315738
1556175888782,315778
1556179488785,315797
1556183088788,315818
1556186688806,315873
1556190288810,315920
1556193888813,315972
1556197488815,316021
1556201329742,316082
1556204930228,316153
1556208530606,316172
1556212130612,316192
1556216030611,316199
1556219630619,316216
1556223530618,316224
1556227130634,316232
1556231003988,316235
1556234603991,316237
1556238204002,316238
1556241804012,316252
1556245404015,316270
1556249004025,316275
1556251704028,316295
1556255304031,316307
1556258904036,316289
1556262504038,316288
1556266104039,316297
1556269784162,316292
1556273384165,316288
1556276984172,316289
1556280584185,316322
1556284184187,316369
1556287964787,316450
1556291745523,316499
1556295345544,316544
1556298945546,316587
1556302546008,316620
1556306146011,316641
1556309746018,316657
1556313346019,316666
1556316946023,316675
1556320546024,316685
1556324146027,316707
1556327746029,316725
1556331346034,316749
1556334946036,316750
1556338546047,316750
1556342146048,316746
1556345746066,316793
1556349346070,316833
1556352946074,316977
1556356546078,317139
1556360327136,317307
1556364167445,317502
1556367767449,317686
1556371368313,317861
1556374968789,318044
1556378568806,318186
1556382168810,318355
1556385768814,318475
1556389368833,318566
1556392968836,318627
1556396868836,318665
1556415803090,318865
1556419409589,318897
1556423009591,318928
1556425109590,318963
1556428709592,319040
1556432309596,319095
1556435909597,319146
1556439509603,319218
1556443109607,319277
1556446709614,319385
1556450600998,319580
1556454500998,319774
1556458280725,319972
1556462180726,320186
1556465781061,320387
1556469621355,320568
1556473221357,320677
1556476821364,320730
1556480421367,320766
1556484021372,320781
1556487621714,320800
1556491221716,320822
1556494821720,320859
1556498421725,320913
1556502021727,320978
1556505921726,321055
1556509521728,321123
1556511621730,321178
1556515521729,321287
1556519121736,321383
1556522721738,321431
1556526562568,321457
1556530162571,321512
1556533762574,321568
1556537362578,321604
1556540962581,321676
1556544562979,321738
1556548403827,321817
1556552003828,321877
1556555603832,321948
1556559203849,321989
1556562803850,322015
1556566403851,322032
1556570003852,322040
1556573603854,322054
1556577203858,322067
1556580803865,322081
1556584703865,322104
1556588303869,322114
1556592094861,322143
1556595694864,322164
1556598394867,322178
1556601994869,322207
1556605594877,322230
1556609194893,322232
1556612794894,322247
1556616515517,322257
1556620115519,322295
1556623715524,322314
1556627315532,322355
1556631036796,322424
1556634637109,322454
1556638477393,322524
1556642077402,322557
1556645677408,322575
1556649277411,322591
1556652877417,322611
1556656477421,322618
1556660077428,322619
1556663677431,322625
1556667277434,322635
1556670877439,322661
1556674477960,322700
1556678077969,322742
1556681677975,322775
1556685277979,322824
1556688877985,322866
1556692477991,322908
1556696077995,322915
1556699677996,322945
1556703277997,322982
1556707177997,323023
1556710778000,323039
1556714618896,323092
1556718218909,323169
1556721818912,323231
1556725418917,323333
1556729318917,323396
1556732918922,323441
1556736518924,323465
1556740118932,323476
1556743718936,323485
1556747618935,323489
1556751218938,323499
1556754818941,323528
1556758418948,323556
1556762018952,323595
1556765618962,323639
1556769218969,323687
1556771918974,323769
1556775518978,323897
1556779118979,323972
1556782718982,324011
1556786318988,324059
1556789918995,324098
1556793519003,324146
1556797119005,324202
1556800719006,324259
1556804559973,324323
1556808400256,324410
1556812240549,324477
1556815840555,324544
1556819440558,324591
1556823040564,324637
1556826640569,324655
1556830534036,324665
1556834134038,324666
1556837734041,324677
1556841334048,324702
1556844934051,324748
1556848534056,324850
1556852134059,324963
1556855734060,325101
1556858434063,325206
1556862034066,325301
1556865634072,325373
1556869286176,325446
1556872886505,325467
1556876486511,325532
1556880086514,325593
1556883686518,325659
1556887286523,325730
1556890886525,325862
1556894727527,325981
1556898567835,326081
1556902167837,326126
1556905767856,326173
1556909367863,326232
1556912967865,326251
1556916567866,326272
1556920167867,326282
1556923767868,326298
1556927667867,326321
1556931567866,326375
1556935167872,326427
1556938767875,326524
1556942367882,326600
1556945367887,326722
1556948967896,326881
1556952567900,327035
1556956167902,327150
1556960008313,327274
1556963608318,327391
1556967448636,327748
1556969248640,328089
1556971648640,328445
1556975248644,328629
1556978848647,328736
1556982509404,328858
1556986109407,328961
1556989709410,329033
1556993309414,329085
